,Segment
이용건수_할부_무이자_R6M,-0.08970782542864773
이용건수_부분무이자_R6M,0.0017938816302354485
이용건수_CA_R6M,-0.12681152677027277
이용건수_체크_R6M,-0.02938037089010349
이용건수_카드론_R6M,-0.0031011807873858846
이용금액_일시불_R6M,-0.29389679770622223
이용금액_할부_R6M,-0.10994377116631114
이용금액_할부_유이자_R6M,-0.0020884945208918394
이용금액_할부_무이자_R6M,-0.1395821429551222
이용금액_부분무이자_R6M,-0.00022847632060185786
이용금액_CA_R6M,-0.17990703463175875
이용금액_체크_R6M,-0.037359843579330095
이용금액_카드론_R6M,-0.0017940241719332753
이용개월수_신용_R6M,-0.04021590272043002
이용개월수_신판_R6M,-0.02648760863627751
이용개월수_일시불_R6M,-0.025962448381637783
이용개월수_할부_R6M,-0.05615594958158535
이용개월수_할부_유이자_R6M,0.02040010503941425
이용개월수_할부_무이자_R6M,-0.06990201515083104
이용개월수_부분무이자_R6M,0.00022943961368993127
이용개월수_CA_R6M,-0.12046098814996035
이용개월수_체크_R6M,-0.008403738753917476
이용개월수_카드론_R6M,-0.003784265392981249
이용건수_신용_R3M,-0.15838456584502061
이용건수_신판_R3M,-0.1548375961257114
이용건수_일시불_R3M,-0.1534022481181075
이용건수_할부_R3M,-0.07004925897322548
이용건수_할부_유이자_R3M,0.012911582851761272
이용건수_할부_무이자_R3M,-0.08996831506641076
이용건수_부분무이자_R3M,0.0024173235256862565
이용건수_CA_R3M,-0.11887048046336386
이용건수_체크_R3M,-0.029229783964846375
이용건수_카드론_R3M,-0.0006543486196162337
이용금액_일시불_R3M,-0.29419375299206973
이용금액_할부_R3M,-0.0904744858993735
이용금액_할부_유이자_R3M,0.006245018244039611
이용금액_할부_무이자_R3M,-0.120108852537946
이용금액_부분무이자_R3M,-0.0017336176776802442
이용금액_CA_R3M,-0.16783222425770797
이용금액_체크_R3M,-0.03752270319760578
이용금액_카드론_R3M,-0.0009538512751051855
이용개월수_신용_R3M,-0.038824614250959844
이용개월수_신판_R3M,-0.026275978800002153
이용개월수_일시불_R3M,-0.025639587008727295
이용개월수_할부_R3M,-0.05655348869096622
이용개월수_할부_유이자_R3M,0.016991799015221635
이용개월수_할부_무이자_R3M,-0.07379910673606087
이용개월수_부분무이자_R3M,0.0032699481434631944
이용개월수_CA_R3M,-0.11692398690565495
이용개월수_체크_R3M,-0.008324380684380702
이용개월수_카드론_R3M,-0.0008303897637717128
이용가맹점수,-0.1620237954303985
이용금액_해외,-0.1675997614453266
쇼핑_도소매_이용금액,-0.26352466465755897
쇼핑_백화점_이용금액,-0.15855264681670866
쇼핑_마트_이용금액,-0.17261120340254557
쇼핑_슈퍼마켓_이용금액,-0.1514498230048274
쇼핑_편의점_이용금액,-0.09052353412834184
쇼핑_아울렛_이용금액,-0.06924535913966173
쇼핑_온라인_이용금액,-0.15319627198616767
쇼핑_기타_이용금액,-0.11191770669932531
교통_주유이용금액,-0.14364703246807775
교통_정비이용금액,-0.16570861772178022
교통_통행료이용금액,-0.005946615495914647
교통_버스지하철이용금액,-0.01380557410119977
교통_택시이용금액,-0.0831717027018984
교통_철도버스이용금액,-0.06873234503812438
여유_운동이용금액,-0.13613667616856895
여유_Pet이용금액,-0.04350832242499261
여유_공연이용금액,-0.06043368093144023
여유_공원이용금액,-0.04200854419294446
여유_숙박이용금액,-0.11824830580552546
여유_여행이용금액,
여유_항공이용금액,-0.06130383761447724
여유_기타이용금액,-0.044708340868915356
납부_통신비이용금액,-0.044160681891968936
납부_관리비이용금액,-0.021367691294398725
납부_렌탈료이용금액,
납부_가스전기료이용금액,-0.010741467749888212
납부_보험료이용금액,-0.05969628679772708
납부_유선방송이용금액,
납부_건강연금이용금액,
납부_기타이용금액,-0.17534306473560077
_1순위업종,-0.05777148670242741
_1순위업종_이용금액,-0.22235263666481422
_2순위업종,-0.04350205142629428
_2순위업종_이용금액,-0.2369635740403142
_3순위업종,-0.044544427383605506
_3순위업종_이용금액,-0.24450486626721352
_1순위쇼핑업종,-0.032934669819267445
_1순위쇼핑업종_이용금액,-0.16351455154452793
_2순위쇼핑업종,0.03936418210303709
_2순위쇼핑업종_이용금액,-0.2443940304433248
_3순위쇼핑업종,-0.0009852944206216634
_3순위쇼핑업종_이용금액,-0.2154197055531825
_1순위교통업종,-0.06236456621565331
_1순위교통업종_이용금액,-0.14442420150266375
_2순위교통업종,-0.024294493546273877
_2순위교통업종_이용금액,-0.12276133914230397
_3순위교통업종,-0.07779683790433056
_3순위교통업종_이용금액,-0.13755222778583576
_1순위여유업종,-0.10395484797875124
_1순위여유업종_이용금액,-0.1585830992325613
_2순위여유업종,-0.09833657218994485
_2순위여유업종_이용금액,-0.12906206949250648
_3순위여유업종,-0.07600812945691178
_3순위여유업종_이용금액,-0.09090583569505971
_1순위납부업종,-0.026328418841959113
_1순위납부업종_이용금액,-0.060554190175673824
_2순위납부업종,-0.06271211447792692
_2순위납부업종_이용금액,-0.06935819260960438
_3순위납부업종,-0.05873048993999108
_3순위납부업종_이용금액,-0.05852179862507687
할부건수_3M_R12M,-0.08039903585013565
할부건수_6M_R12M,-0.04726556033078219
할부건수_12M_R12M,-0.01634679800297849
할부건수_14M_R12M,-0.004065007333717675
할부금액_3M_R12M,-0.1480198496923269
할부금액_6M_R12M,-0.08901780574897306
할부금액_12M_R12M,-0.020626712381773032
할부금액_14M_R12M,-0.0028510746389334165
할부건수_유이자_3M_R12M,0.019777860455093492
할부건수_유이자_6M_R12M,-0.02076253315353169
할부건수_유이자_12M_R12M,-0.00567780235253578
할부건수_유이자_14M_R12M,-0.004065007333717675
할부금액_유이자_3M_R12M,0.01617861223009119
할부금액_유이자_6M_R12M,-0.03430455341270644
할부금액_유이자_12M_R12M,-0.01390541177746459
할부금액_유이자_14M_R12M,-0.0051930348444209845
할부건수_무이자_3M_R12M,-0.10276592861325075
할부건수_무이자_6M_R12M,-0.046785509885428546
할부건수_무이자_12M_R12M,-0.01895457517082043
할부건수_무이자_14M_R12M,
할부금액_무이자_3M_R12M,-0.17124002508606667
할부금액_무이자_6M_R12M,-0.08990449239356617
할부금액_무이자_12M_R12M,-0.029220516698664486
할부금액_무이자_14M_R12M,0.0028286863870639603
할부건수_부분_3M_R12M,
할부건수_부분_6M_R12M,
할부건수_부분_12M_R12M,-0.0013827773100366075
할부건수_부분_14M_R12M,
할부금액_부분_3M_R12M,
할부금액_부분_6M_R12M,0.0008753119231289365
할부금액_부분_12M_R12M,-0.0033083236447885972
할부금액_부분_14M_R12M,0.00020623958156331803
RP건수_B0M,-0.03594070330350147
RP금액_B0M,-0.038817909043783606
RP유형건수_B0M,-0.02492469927676367
RP건수_통신_B0M,-0.02857619515724832
RP건수_아파트_B0M,-0.020283197620469786
RP건수_제휴사서비스직접판매_B0M,0.008809637800407909
RP건수_렌탈_B0M,-0.0015739088628451397
RP건수_가스_B0M,-0.006328992052272387
RP건수_전기_B0M,0.0030795265516393084
RP건수_보험_B0M,-0.00826333096690471
RP건수_학습비_B0M,-0.007031564771106852
RP건수_유선방송_B0M,
RP건수_건강_B0M,
RP건수_교통_B0M,-0.02697711353783982
RP후경과월,0.000513452190793842
RP후경과월_통신,0.011467024424780967
RP후경과월_아파트,0.020198863071278664
RP후경과월_제휴사서비스직접판매,-0.00908276653507319
RP후경과월_렌탈,0.005629796039332407
RP후경과월_가스,0.009050865938047955
RP후경과월_전기,-0.0014293536074005873
RP후경과월_보험,0.011948801148195368
RP후경과월_학습비,0.006884433358618183
RP후경과월_유선방송,
RP후경과월_건강,
RP후경과월_교통,0.033099735584447516
증감_RP건수_전월,-0.0017551948222028926
증감_RP유형건수_전월,-0.0024574668565692935
증감_RP건수_통신_전월,-0.0006222015687595012
증감_RP건수_아파트_전월,0.0010590688665837193
증감_RP건수_제휴사서비스직접판매_전월,-0.0005433673571975412
증감_RP건수_렌탈_전월,-0.0010011683901460576
증감_RP건수_가스_전월,-0.001832644472609486
증감_RP건수_전기_전월,-0.0006293707487000415
증감_RP건수_보험_전월,-0.0011449080225775597
증감_RP건수_학습비_전월,-0.0011695233148289181
증감_RP건수_유선방송_전월,
증감_RP건수_건강_전월,
증감_RP건수_교통_전월,-0.0011565447396834115
최초카드론이용경과월,0.05738623115952543
최종카드론이용경과월,0.05096068629254162
카드론이용건수_누적,-0.09265424491896065
카드론이용월수_누적,-0.09426634363121135
카드론이용금액_누적,-0.06165660390693251
최종카드론_금융상환방식코드,-0.04701590101282328
최종카드론_신청경로코드,-0.04977047430851027
최종카드론_대출이율,-0.0693443782346547
최종카드론_대출일자,-0.0513054424977664
최종카드론_대출월수,-0.038934834031054966
최종카드론_거치개월수,-0.0035387559180490697
최종카드론_대출금액,-0.042367270491485566
이용개월수_온라인_R6M,-0.0762847147299632
이용개월수_오프라인_R6M,-0.035330978138350774
이용금액_온라인_R6M,-0.1452828880914822
이용금액_오프라인_R6M,-0.277598516956777
이용건수_온라인_R6M,-0.12392746965102283
이용건수_오프라인_R6M,-0.17755823657282693
이용금액_온라인_R3M,-0.1464123156983084
이용금액_오프라인_R3M,-0.2463110379808355
이용건수_온라인_R3M,-0.12185015767886147
이용건수_오프라인_R3M,-0.17632974303244342
이용금액_온라인_B0M,-0.1597102828383628
이용금액_오프라인_B0M,-0.2314385023699976
이용건수_온라인_B0M,-0.11986321987316148
이용건수_오프라인_B0M,-0.1801805559122417
이용개월수_페이_온라인_R6M,-0.0516632051977492
이용개월수_페이_오프라인_R6M,-0.016096395866802022
이용금액_페이_온라인_R6M,-0.14056273261330612
이용금액_페이_오프라인_R6M,-0.029704418604070547
이용건수_페이_온라인_R6M,-0.07552970993602164
이용건수_페이_오프라인_R6M,-0.01647487211267689
이용금액_페이_온라인_R3M,-0.1369219629645087
이용금액_페이_오프라인_R3M,-0.02840841505862618
이용건수_페이_온라인_R3M,-0.07479795534615373
이용건수_페이_오프라인_R3M,-0.016723347157201827
이용금액_페이_온라인_B0M,-0.14177461283165085
이용금액_페이_오프라인_B0M,-0.02832974091538202
이용건수_페이_온라인_B0M,-0.07596422518539729
이용건수_페이_오프라인_B0M,-0.015832945823731917
이용개월수_간편결제_R6M,-0.04682765007489809
이용개월수_당사페이_R6M,
이용개월수_당사기타_R6M,-0.016437366411887654
이용개월수_A페이_R6M,-0.015377153399436102
이용개월수_B페이_R6M,-0.01542605176796458
이용개월수_C페이_R6M,-0.027474244127170862
이용개월수_D페이_R6M,-0.0025331661654537066
이용금액_간편결제_R6M,-0.12420002790415599
이용금액_당사페이_R6M,
이용금액_당사기타_R6M,
이용금액_A페이_R6M,-0.030004420854297897
이용금액_B페이_R6M,-0.018623203196402014
이용금액_C페이_R6M,-0.03314518185754807
이용금액_D페이_R6M,-0.004532433608874861
이용건수_간편결제_R6M,-0.07226589683559298
이용건수_당사페이_R6M,
이용건수_당사기타_R6M,
이용건수_A페이_R6M,-0.019613902948318513
이용건수_B페이_R6M,-0.018421956750878113
이용건수_C페이_R6M,-0.02934767902777581
이용건수_D페이_R6M,-0.0002029292340603485
이용금액_간편결제_R3M,-0.12341127661286204
이용금액_당사페이_R3M,
이용금액_당사기타_R3M,
이용금액_A페이_R3M,-0.030276328397156705
이용금액_B페이_R3M,-0.021234650212501222
이용금액_C페이_R3M,-0.035662526364088676
이용금액_D페이_R3M,-0.00010385624807337569
이용건수_간편결제_R3M,-0.07157287130370506
이용건수_당사페이_R3M,
이용건수_당사기타_R3M,
이용건수_A페이_R3M,-0.01664031246794897
이용건수_B페이_R3M,-0.022734842336972778
이용건수_C페이_R3M,-0.033992982082291234
이용건수_D페이_R3M,0.0016127691047239684
이용금액_간편결제_B0M,-0.13168694915252302
이용금액_당사페이_B0M,
이용금액_당사기타_B0M,
이용금액_A페이_B0M,-0.030089743060702973
이용금액_B페이_B0M,-0.02217041849985644
이용금액_C페이_B0M,-0.03776098270254894
이용금액_D페이_B0M,0.003368834950798223
이용건수_간편결제_B0M,-0.07035285368354503
이용건수_당사페이_B0M,
이용건수_당사기타_B0M,
이용건수_A페이_B0M,-0.014094980860289328
이용건수_B페이_B0M,-0.022246710930928844
이용건수_C페이_B0M,-0.03613308126374628
이용건수_D페이_B0M,0.004116467629873586
이용개월수_선결제_R6M,-0.020383610518124217
이용횟수_선결제_R6M,-0.027433471305125287
이용금액_선결제_R6M,-0.04078563098353604
이용건수_선결제_R6M,-0.019114608451372157
이용횟수_선결제_R3M,-0.02419305323690347
이용금액_선결제_R3M,-0.0343465348055291
이용건수_선결제_R3M,-0.014127119016070819
이용횟수_선결제_B0M,-0.0209001803135046
이용금액_선결제_B0M,-0.029149468259857935
이용건수_선결제_B0M,-0.008274355254135396
이용횟수_연체_R6M,0.0034915816829815326
이용금액_연체_R6M,-0.008247634305083991
이용횟수_연체_R3M,0.005053930690905189
이용금액_연체_R3M,-0.004428040693028809
이용횟수_연체_B0M,0.007367401712413069
이용금액_연체_B0M,0.0011455749323229527
이용개월수_전체_R6M,-0.02981171969763385
이용개월수_전체_R3M,-0.02789273613721056
이용개월수_결제일_R6M,-0.01189332691326101
이용개월수_결제일_R3M,-0.012658245145794259
가맹점매출금액_B1M,-0.04021338759722074
가맹점매출금액_B2M,-0.04025210740029896
정상청구원금_B0M,-0.42345862714009624
선입금원금_B0M,-0.052503174297800145
정상입금원금_B0M,-0.314764797082013
연체입금원금_B0M,-0.25654111799090434
정상청구원금_B2M,-0.416268521377079
선입금원금_B2M,-0.051189794005821396
정상입금원금_B2M,-0.3050659325002871
연체입금원금_B2M,-0.23626098304273987
정상청구원금_B5M,-0.438867961067113
선입금원금_B5M,-0.05559437658875095
정상입금원금_B5M,-0.3095262264827728
연체입금원금_B5M,-0.22278928915502655
건수_할부전환_R6M,-0.016166698127920195
건수_할부전환_R3M,-0.016785830022687194
금액_할부전환_R6M,-0.017032728383843603
금액_할부전환_R3M,-0.017192279385268083
연속무실적개월수_기본_24M_카드,0.040780542263904186
연속유실적개월수_기본_24M_카드,-0.08023934453203027
신청건수_ATM_CA_B0,-0.05939024441095785
신청건수_ATM_CL_B0,-0.0023959219896341343
신청건수_ATM_CA_R6M,-0.06968855855392246
신청건수_ATM_CL_R6M,-0.005871432691188989
승인거절건수_B0M,0.005225893322970939
승인거절건수_한도초과_B0M,0.006915790439238
승인거절건수_BL_B0M,-0.004761749843983085
승인거절건수_입력오류_B0M,
승인거절건수_기타_B0M,
승인거절건수_R3M,-0.02898300317380854
승인거절건수_한도초과_R3M,-0.010239547885692856
승인거절건수_BL_R3M,-0.022873312578480572
승인거절건수_입력오류_R3M,-0.004463611825291535
승인거절건수_기타_R3M,-0.02749723009100587
이용금액대,0.1627921651875634
