feature,correlation,source
한도증액횟수_R12M,0.0201181653472255,corr_output\2_신용정보
한도증액금액_R12M,-0.0119896904777345,corr_output\2_신용정보
한도증액후경과월,-0.0162929620198198,corr_output\2_신용정보
상향가능한도금액,0.0174111426321448,corr_output\2_신용정보
상향가능CA한도금액,0.0008704552344999,corr_output\2_신용정보
카드론동의여부,-0.0541684539272138,corr_output\2_신용정보
월상환론상향가능한도금액,0.0485648262365782,corr_output\2_신용정보
RV전환가능여부,0.0358499369212974,corr_output\2_신용정보
일시불ONLY전환가능여부,0.0368021508048585,corr_output\2_신용정보
카드이용한도금액_B1M,-0.2389964558485999,corr_output\2_신용정보
카드이용한도금액_B2M,-0.2380988824893554,corr_output\2_신용정보
특별한도보유여부_R3M,0.0015160879028413,corr_output\2_신용정보
연체감액여부_R3M,0.0150762125588988,corr_output\2_신용정보
한도심사요청건수,-0.0025937946931703,corr_output\2_신용정보
한도요청거절건수,-0.003225758571655,corr_output\2_신용정보
한도심사요청후경과월,0.0017465496014832,corr_output\2_신용정보
한도심사거절후경과월,0.0031936601870379,corr_output\2_신용정보
시장단기연체여부_R6M,0.0019572651711208,corr_output\2_신용정보
시장단기연체여부_R3M,0.0008753119231289,corr_output\2_신용정보
시장연체상환여부_R6M,,corr_output\2_신용정보
시장연체상환여부_R3M,,corr_output\2_신용정보
rv최초시작후경과일,-0.0345285198558861,corr_output\2_신용정보
기준년월,4.738603788372546e-13,corr_output\3_승인매출정보
ID,0.0034758593521061,corr_output\3_승인매출정보
최종이용일자_기본,-0.0123942291467533,corr_output\3_승인매출정보
최종이용일자_신판,-0.0125560957218467,corr_output\3_승인매출정보
최종이용일자_CA,-0.0861699411174199,corr_output\3_승인매출정보
최종이용일자_카드론,-0.0513054353492106,corr_output\3_승인매출정보
최종이용일자_체크,-0.0193963648032211,corr_output\3_승인매출정보
최종이용일자_일시불,-0.0126308100755872,corr_output\3_승인매출정보
최종이용일자_할부,-0.0253930954423501,corr_output\3_승인매출정보
이용건수_신용_B0M,-0.1606878910210143,corr_output\3_승인매출정보
이용건수_신판_B0M,-0.1569649776119682,corr_output\3_승인매출정보
이용건수_일시불_B0M,-0.1554061071550256,corr_output\3_승인매출정보
이용건수_할부_B0M,-0.0718902102554967,corr_output\3_승인매출정보
이용건수_할부_유이자_B0M,0.0107852274374118,corr_output\3_승인매출정보
이용건수_할부_무이자_B0M,-0.0913702955644035,corr_output\3_승인매출정보
이용건수_부분무이자_B0M,,corr_output\3_승인매출정보
이용건수_CA_B0M,-0.1134063083703723,corr_output\3_승인매출정보
이용건수_체크_B0M,-0.0288220979444484,corr_output\3_승인매출정보
이용건수_카드론_B0M,0.00019920007417,corr_output\3_승인매출정보
이용금액_일시불_B0M,-0.3031034207513594,corr_output\3_승인매출정보
이용금액_할부_B0M,-0.0818451943979316,corr_output\3_승인매출정보
이용금액_할부_유이자_B0M,0.0095302367738401,corr_output\3_승인매출정보
이용금액_할부_무이자_B0M,-0.1102716819211319,corr_output\3_승인매출정보
이용금액_부분무이자_B0M,,corr_output\3_승인매출정보
이용금액_CA_B0M,-0.1612404030972519,corr_output\3_승인매출정보
이용금액_체크_B0M,-0.0369657348267866,corr_output\3_승인매출정보
이용금액_카드론_B0M,-0.0003534189803688,corr_output\3_승인매출정보
이용후경과월_신용,0.0252876906333449,corr_output\3_승인매출정보
이용후경과월_신판,0.0063399702881208,corr_output\3_승인매출정보
이용후경과월_일시불,0.0322858815605568,corr_output\3_승인매출정보
이용후경과월_할부,0.0319728552785842,corr_output\3_승인매출정보
이용후경과월_할부_유이자,-0.0262825809958022,corr_output\3_승인매출정보
이용후경과월_할부_무이자,0.0427176025899583,corr_output\3_승인매출정보
이용후경과월_부분무이자,0.0028175191348149,corr_output\3_승인매출정보
이용후경과월_CA,0.1038883829625502,corr_output\3_승인매출정보
이용후경과월_체크,0.0074914832038487,corr_output\3_승인매출정보
이용후경과월_카드론,0.0053933026078611,corr_output\3_승인매출정보
이용건수_신용_R12M,-0.1648966979107791,corr_output\3_승인매출정보
이용건수_신판_R12M,-0.1610518841984587,corr_output\3_승인매출정보
이용건수_일시불_R12M,-0.1588614266365631,corr_output\3_승인매출정보
이용건수_할부_R12M,-0.0759085421834249,corr_output\3_승인매출정보
이용건수_할부_유이자_R12M,0.0074002738766683,corr_output\3_승인매출정보
이용건수_할부_무이자_R12M,-0.0929086095256869,corr_output\3_승인매출정보
이용건수_부분무이자_R12M,-0.0013827773100366,corr_output\3_승인매출정보
이용건수_CA_R12M,-0.1398907247960777,corr_output\3_승인매출정보
이용건수_체크_R12M,-0.0256663949125791,corr_output\3_승인매출정보
이용건수_카드론_R12M,-0.0047214804413624,corr_output\3_승인매출정보
이용금액_일시불_R12M,-0.326400840719348,corr_output\3_승인매출정보
이용금액_할부_R12M,-0.1407302733200338,corr_output\3_승인매출정보
이용금액_할부_유이자_R12M,-0.0071787808258339,corr_output\3_승인매출정보
이용금액_할부_무이자_R12M,-0.1638557406140646,corr_output\3_승인매출정보
이용금액_부분무이자_R12M,-0.0032908520877405,corr_output\3_승인매출정보
이용금액_CA_R12M,-0.1969114302455024,corr_output\3_승인매출정보
이용금액_체크_R12M,-0.0231331182394251,corr_output\3_승인매출정보
이용금액_카드론_R12M,0.0045220013218909,corr_output\3_승인매출정보
최대이용금액_일시불_R12M,-0.2865790122110227,corr_output\3_승인매출정보
최대이용금액_할부_R12M,-0.1622559047729152,corr_output\3_승인매출정보
최대이용금액_할부_유이자_R12M,-0.0366030314883973,corr_output\3_승인매출정보
최대이용금액_할부_무이자_R12M,-0.1712313927591098,corr_output\3_승인매출정보
최대이용금액_부분무이자_R12M,-0.0042300115290595,corr_output\3_승인매출정보
최대이용금액_CA_R12M,-0.197369606501317,corr_output\3_승인매출정보
최대이용금액_체크_R12M,-0.0513685975494753,corr_output\3_승인매출정보
최대이용금액_카드론_R12M,0.0042288826773747,corr_output\3_승인매출정보
이용개월수_신용_R12M,-0.0428328408245285,corr_output\3_승인매출정보
이용개월수_신판_R12M,-0.0319434753686648,corr_output\3_승인매출정보
이용개월수_일시불_R12M,-0.0307485435281158,corr_output\3_승인매출정보
이용개월수_할부_R12M,-0.0524251590932016,corr_output\3_승인매출정보
이용개월수_할부_유이자_R12M,0.0248290785497318,corr_output\3_승인매출정보
이용개월수_할부_무이자_R12M,-0.0688792433318744,corr_output\3_승인매출정보
이용개월수_부분무이자_R12M,-0.0032390658103797,corr_output\3_승인매출정보
이용개월수_CA_R12M,-0.1269082418516207,corr_output\3_승인매출정보
이용개월수_체크_R12M,-0.0077920168131773,corr_output\3_승인매출정보
이용개월수_카드론_R12M,-0.0022251631277516,corr_output\3_승인매출정보
이용건수_신용_R6M,-0.1564100398095278,corr_output\3_승인매출정보
이용건수_신판_R6M,-0.1528965374065762,corr_output\3_승인매출정보
이용건수_일시불_R6M,-0.151189756358088,corr_output\3_승인매출정보
이용건수_할부_R6M,-0.0726169952573125,corr_output\3_승인매출정보
이용건수_할부_유이자_R6M,0.016079107090082,corr_output\3_승인매출정보
이용건수_할부_무이자_R6M,-0.0897078254286477,corr_output\3_승인매출정보
이용건수_부분무이자_R6M,0.0017938816302354,corr_output\3_승인매출정보
이용건수_CA_R6M,-0.1268115267702727,corr_output\3_승인매출정보
이용건수_체크_R6M,-0.0293803708901034,corr_output\3_승인매출정보
이용건수_카드론_R6M,-0.0031011807873858,corr_output\3_승인매출정보
이용금액_일시불_R6M,-0.2938967977062222,corr_output\3_승인매출정보
이용금액_할부_R6M,-0.1099437711663111,corr_output\3_승인매출정보
이용금액_할부_유이자_R6M,-0.0020884945208918,corr_output\3_승인매출정보
이용금액_할부_무이자_R6M,-0.1395821429551222,corr_output\3_승인매출정보
이용금액_부분무이자_R6M,-0.0002284763206018,corr_output\3_승인매출정보
이용금액_CA_R6M,-0.1799070346317587,corr_output\3_승인매출정보
이용금액_체크_R6M,-0.03735984357933,corr_output\3_승인매출정보
이용금액_카드론_R6M,-0.0017940241719332,corr_output\3_승인매출정보
이용개월수_신용_R6M,-0.04021590272043,corr_output\3_승인매출정보
이용개월수_신판_R6M,-0.0264876086362775,corr_output\3_승인매출정보
이용개월수_일시불_R6M,-0.0259624483816377,corr_output\3_승인매출정보
이용개월수_할부_R6M,-0.0561559495815853,corr_output\3_승인매출정보
이용개월수_할부_유이자_R6M,0.0204001050394142,corr_output\3_승인매출정보
이용개월수_할부_무이자_R6M,-0.069902015150831,corr_output\3_승인매출정보
이용개월수_부분무이자_R6M,0.0002294396136899,corr_output\3_승인매출정보
이용개월수_CA_R6M,-0.1204609881499603,corr_output\3_승인매출정보
이용개월수_체크_R6M,-0.0084037387539174,corr_output\3_승인매출정보
이용개월수_카드론_R6M,-0.0037842653929812,corr_output\3_승인매출정보
이용건수_신용_R3M,-0.1583845658450206,corr_output\3_승인매출정보
이용건수_신판_R3M,-0.1548375961257114,corr_output\3_승인매출정보
이용건수_일시불_R3M,-0.1534022481181075,corr_output\3_승인매출정보
이용건수_할부_R3M,-0.0700492589732254,corr_output\3_승인매출정보
이용건수_할부_유이자_R3M,0.0129115828517612,corr_output\3_승인매출정보
이용건수_할부_무이자_R3M,-0.0899683150664107,corr_output\3_승인매출정보
이용건수_부분무이자_R3M,0.0024173235256862,corr_output\3_승인매출정보
이용건수_CA_R3M,-0.1188704804633638,corr_output\3_승인매출정보
이용건수_체크_R3M,-0.0292297839648463,corr_output\3_승인매출정보
이용건수_카드론_R3M,-0.0006543486196162,corr_output\3_승인매출정보
이용금액_일시불_R3M,-0.2941937529920697,corr_output\3_승인매출정보
이용금액_할부_R3M,-0.0904744858993735,corr_output\3_승인매출정보
이용금액_할부_유이자_R3M,0.0062450182440396,corr_output\3_승인매출정보
이용금액_할부_무이자_R3M,-0.120108852537946,corr_output\3_승인매출정보
이용금액_부분무이자_R3M,-0.0017336176776802,corr_output\3_승인매출정보
이용금액_CA_R3M,-0.1678322242577079,corr_output\3_승인매출정보
이용금액_체크_R3M,-0.0375227031976057,corr_output\3_승인매출정보
이용금액_카드론_R3M,-0.0009538512751051,corr_output\3_승인매출정보
이용개월수_신용_R3M,-0.0388246142509598,corr_output\3_승인매출정보
이용개월수_신판_R3M,-0.0262759788000021,corr_output\3_승인매출정보
이용개월수_일시불_R3M,-0.0256395870087272,corr_output\3_승인매출정보
이용개월수_할부_R3M,-0.0565534886909662,corr_output\3_승인매출정보
이용개월수_할부_유이자_R3M,0.0169917990152216,corr_output\3_승인매출정보
이용개월수_할부_무이자_R3M,-0.0737991067360608,corr_output\3_승인매출정보
이용개월수_부분무이자_R3M,0.0032699481434631,corr_output\3_승인매출정보
이용개월수_CA_R3M,-0.1169239869056549,corr_output\3_승인매출정보
이용개월수_체크_R3M,-0.0083243806843807,corr_output\3_승인매출정보
이용개월수_카드론_R3M,-0.0008303897637717,corr_output\3_승인매출정보
이용가맹점수,-0.1620237954303985,corr_output\3_승인매출정보
이용금액_해외,-0.1675997614453266,corr_output\3_승인매출정보
쇼핑_도소매_이용금액,-0.2635246646575589,corr_output\3_승인매출정보
쇼핑_백화점_이용금액,-0.1585526468167086,corr_output\3_승인매출정보
쇼핑_마트_이용금액,-0.1726112034025455,corr_output\3_승인매출정보
쇼핑_슈퍼마켓_이용금액,-0.1514498230048274,corr_output\3_승인매출정보
쇼핑_편의점_이용금액,-0.0905235341283418,corr_output\3_승인매출정보
쇼핑_아울렛_이용금액,-0.0692453591396617,corr_output\3_승인매출정보
쇼핑_온라인_이용금액,-0.1531962719861676,corr_output\3_승인매출정보
쇼핑_기타_이용금액,-0.1119177066993253,corr_output\3_승인매출정보
교통_주유이용금액,-0.1436470324680777,corr_output\3_승인매출정보
교통_정비이용금액,-0.1657086177217802,corr_output\3_승인매출정보
교통_통행료이용금액,-0.0059466154959146,corr_output\3_승인매출정보
교통_버스지하철이용금액,-0.0138055741011997,corr_output\3_승인매출정보
교통_택시이용금액,-0.0831717027018984,corr_output\3_승인매출정보
교통_철도버스이용금액,-0.0687323450381243,corr_output\3_승인매출정보
여유_운동이용금액,-0.1361366761685689,corr_output\3_승인매출정보
여유_Pet이용금액,-0.0435083224249926,corr_output\3_승인매출정보
여유_공연이용금액,-0.0604336809314402,corr_output\3_승인매출정보
여유_공원이용금액,-0.0420085441929444,corr_output\3_승인매출정보
여유_숙박이용금액,-0.1182483058055254,corr_output\3_승인매출정보
여유_여행이용금액,,corr_output\3_승인매출정보
여유_항공이용금액,-0.0613038376144772,corr_output\3_승인매출정보
여유_기타이용금액,-0.0447083408689153,corr_output\3_승인매출정보
납부_통신비이용금액,-0.0441606818919689,corr_output\3_승인매출정보
납부_관리비이용금액,-0.0213676912943987,corr_output\3_승인매출정보
납부_렌탈료이용금액,,corr_output\3_승인매출정보
납부_가스전기료이용금액,-0.0107414677498882,corr_output\3_승인매출정보
납부_보험료이용금액,-0.059696286797727,corr_output\3_승인매출정보
납부_유선방송이용금액,,corr_output\3_승인매출정보
납부_건강연금이용금액,,corr_output\3_승인매출정보
납부_기타이용금액,-0.1753430647356007,corr_output\3_승인매출정보
_1순위업종,-0.0577714867024274,corr_output\3_승인매출정보
_1순위업종_이용금액,-0.2223526366648142,corr_output\3_승인매출정보
_2순위업종,-0.0435020514262942,corr_output\3_승인매출정보
_2순위업종_이용금액,-0.2369635740403142,corr_output\3_승인매출정보
_3순위업종,-0.0445444273836055,corr_output\3_승인매출정보
_3순위업종_이용금액,-0.2445048662672135,corr_output\3_승인매출정보
_1순위쇼핑업종,-0.0329346698192674,corr_output\3_승인매출정보
_1순위쇼핑업종_이용금액,-0.1635145515445279,corr_output\3_승인매출정보
_2순위쇼핑업종,0.039364182103037,corr_output\3_승인매출정보
_2순위쇼핑업종_이용금액,-0.2443940304433248,corr_output\3_승인매출정보
_3순위쇼핑업종,-0.0009852944206216,corr_output\3_승인매출정보
_3순위쇼핑업종_이용금액,-0.2154197055531825,corr_output\3_승인매출정보
_1순위교통업종,-0.0623645662156533,corr_output\3_승인매출정보
_1순위교통업종_이용금액,-0.1444242015026637,corr_output\3_승인매출정보
_2순위교통업종,-0.0242944935462738,corr_output\3_승인매출정보
_2순위교통업종_이용금액,-0.1227613391423039,corr_output\3_승인매출정보
_3순위교통업종,-0.0777968379043305,corr_output\3_승인매출정보
_3순위교통업종_이용금액,-0.1375522277858357,corr_output\3_승인매출정보
_1순위여유업종,-0.1039548479787512,corr_output\3_승인매출정보
_1순위여유업종_이용금액,-0.1585830992325613,corr_output\3_승인매출정보
_2순위여유업종,-0.0983365721899448,corr_output\3_승인매출정보
_2순위여유업종_이용금액,-0.1290620694925064,corr_output\3_승인매출정보
_3순위여유업종,-0.0760081294569117,corr_output\3_승인매출정보
_3순위여유업종_이용금액,-0.0909058356950597,corr_output\3_승인매출정보
_1순위납부업종,-0.0263284188419591,corr_output\3_승인매출정보
_1순위납부업종_이용금액,-0.0605541901756738,corr_output\3_승인매출정보
_2순위납부업종,-0.0627121144779269,corr_output\3_승인매출정보
_2순위납부업종_이용금액,-0.0693581926096043,corr_output\3_승인매출정보
_3순위납부업종,-0.058730489939991,corr_output\3_승인매출정보
_3순위납부업종_이용금액,-0.0585217986250768,corr_output\3_승인매출정보
할부건수_3M_R12M,-0.0803990358501356,corr_output\3_승인매출정보
할부건수_6M_R12M,-0.0472655603307821,corr_output\3_승인매출정보
할부건수_12M_R12M,-0.0163467980029784,corr_output\3_승인매출정보
할부건수_14M_R12M,-0.0040650073337176,corr_output\3_승인매출정보
할부금액_3M_R12M,-0.1480198496923269,corr_output\3_승인매출정보
할부금액_6M_R12M,-0.089017805748973,corr_output\3_승인매출정보
할부금액_12M_R12M,-0.020626712381773,corr_output\3_승인매출정보
할부금액_14M_R12M,-0.0028510746389334,corr_output\3_승인매출정보
할부건수_유이자_3M_R12M,0.0197778604550934,corr_output\3_승인매출정보
할부건수_유이자_6M_R12M,-0.0207625331535316,corr_output\3_승인매출정보
할부건수_유이자_12M_R12M,-0.0056778023525357,corr_output\3_승인매출정보
할부건수_유이자_14M_R12M,-0.0040650073337176,corr_output\3_승인매출정보
할부금액_유이자_3M_R12M,0.0161786122300911,corr_output\3_승인매출정보
할부금액_유이자_6M_R12M,-0.0343045534127064,corr_output\3_승인매출정보
할부금액_유이자_12M_R12M,-0.0139054117774645,corr_output\3_승인매출정보
할부금액_유이자_14M_R12M,-0.0051930348444209,corr_output\3_승인매출정보
할부건수_무이자_3M_R12M,-0.1027659286132507,corr_output\3_승인매출정보
할부건수_무이자_6M_R12M,-0.0467855098854285,corr_output\3_승인매출정보
할부건수_무이자_12M_R12M,-0.0189545751708204,corr_output\3_승인매출정보
할부건수_무이자_14M_R12M,,corr_output\3_승인매출정보
할부금액_무이자_3M_R12M,-0.1712400250860666,corr_output\3_승인매출정보
할부금액_무이자_6M_R12M,-0.0899044923935661,corr_output\3_승인매출정보
할부금액_무이자_12M_R12M,-0.0292205166986644,corr_output\3_승인매출정보
할부금액_무이자_14M_R12M,0.0028286863870639,corr_output\3_승인매출정보
할부건수_부분_3M_R12M,,corr_output\3_승인매출정보
할부건수_부분_6M_R12M,,corr_output\3_승인매출정보
할부건수_부분_12M_R12M,-0.0013827773100366,corr_output\3_승인매출정보
할부건수_부분_14M_R12M,,corr_output\3_승인매출정보
할부금액_부분_3M_R12M,,corr_output\3_승인매출정보
할부금액_부분_6M_R12M,0.0008753119231289,corr_output\3_승인매출정보
할부금액_부분_12M_R12M,-0.0033083236447885,corr_output\3_승인매출정보
할부금액_부분_14M_R12M,0.0002062395815633,corr_output\3_승인매출정보
RP건수_B0M,-0.0359407033035014,corr_output\3_승인매출정보
RP금액_B0M,-0.0388179090437836,corr_output\3_승인매출정보
RP유형건수_B0M,-0.0249246992767636,corr_output\3_승인매출정보
RP건수_통신_B0M,-0.0285761951572483,corr_output\3_승인매출정보
RP건수_아파트_B0M,-0.0202831976204697,corr_output\3_승인매출정보
RP건수_제휴사서비스직접판매_B0M,0.0088096378004079,corr_output\3_승인매출정보
RP건수_렌탈_B0M,-0.0015739088628451,corr_output\3_승인매출정보
RP건수_가스_B0M,-0.0063289920522723,corr_output\3_승인매출정보
RP건수_전기_B0M,0.0030795265516393,corr_output\3_승인매출정보
RP건수_보험_B0M,-0.0082633309669047,corr_output\3_승인매출정보
RP건수_학습비_B0M,-0.0070315647711068,corr_output\3_승인매출정보
RP건수_유선방송_B0M,,corr_output\3_승인매출정보
RP건수_건강_B0M,,corr_output\3_승인매출정보
RP건수_교통_B0M,-0.0269771135378398,corr_output\3_승인매출정보
RP후경과월,0.0005134521907938,corr_output\3_승인매출정보
RP후경과월_통신,0.0114670244247809,corr_output\3_승인매출정보
RP후경과월_아파트,0.0201988630712786,corr_output\3_승인매출정보
RP후경과월_제휴사서비스직접판매,-0.0090827665350731,corr_output\3_승인매출정보
RP후경과월_렌탈,0.0056297960393324,corr_output\3_승인매출정보
RP후경과월_가스,0.0090508659380479,corr_output\3_승인매출정보
RP후경과월_전기,-0.0014293536074005,corr_output\3_승인매출정보
RP후경과월_보험,0.0119488011481953,corr_output\3_승인매출정보
RP후경과월_학습비,0.0068844333586181,corr_output\3_승인매출정보
RP후경과월_유선방송,,corr_output\3_승인매출정보
RP후경과월_건강,,corr_output\3_승인매출정보
RP후경과월_교통,0.0330997355844475,corr_output\3_승인매출정보
증감_RP건수_전월,-0.0017551948222028,corr_output\3_승인매출정보
증감_RP유형건수_전월,-0.0024574668565692,corr_output\3_승인매출정보
증감_RP건수_통신_전월,-0.0006222015687595,corr_output\3_승인매출정보
증감_RP건수_아파트_전월,0.0010590688665837,corr_output\3_승인매출정보
증감_RP건수_제휴사서비스직접판매_전월,-0.0005433673571975,corr_output\3_승인매출정보
증감_RP건수_렌탈_전월,-0.001001168390146,corr_output\3_승인매출정보
증감_RP건수_가스_전월,-0.0018326444726094,corr_output\3_승인매출정보
증감_RP건수_전기_전월,-0.0006293707487,corr_output\3_승인매출정보
증감_RP건수_보험_전월,-0.0011449080225775,corr_output\3_승인매출정보
증감_RP건수_학습비_전월,-0.0011695233148289,corr_output\3_승인매출정보
증감_RP건수_유선방송_전월,,corr_output\3_승인매출정보
증감_RP건수_건강_전월,,corr_output\3_승인매출정보
증감_RP건수_교통_전월,-0.0011565447396834,corr_output\3_승인매출정보
최초카드론이용경과월,0.0573862311595254,corr_output\3_승인매출정보
최종카드론이용경과월,0.0509606862925416,corr_output\3_승인매출정보
카드론이용건수_누적,-0.0926542449189606,corr_output\3_승인매출정보
카드론이용월수_누적,-0.0942663436312113,corr_output\3_승인매출정보
카드론이용금액_누적,-0.0616566039069325,corr_output\3_승인매출정보
최종카드론_금융상환방식코드,-0.0470159010128232,corr_output\3_승인매출정보
최종카드론_신청경로코드,-0.0497704743085102,corr_output\3_승인매출정보
최종카드론_대출이율,-0.0693443782346547,corr_output\3_승인매출정보
최종카드론_대출일자,-0.0513054424977664,corr_output\3_승인매출정보
최종카드론_대출월수,-0.0389348340310549,corr_output\3_승인매출정보
최종카드론_거치개월수,-0.003538755918049,corr_output\3_승인매출정보
최종카드론_대출금액,-0.0423672704914855,corr_output\3_승인매출정보
이용개월수_온라인_R6M,-0.0762847147299632,corr_output\3_승인매출정보
이용개월수_오프라인_R6M,-0.0353309781383507,corr_output\3_승인매출정보
이용금액_온라인_R6M,-0.1452828880914822,corr_output\3_승인매출정보
이용금액_오프라인_R6M,-0.277598516956777,corr_output\3_승인매출정보
이용건수_온라인_R6M,-0.1239274696510228,corr_output\3_승인매출정보
이용건수_오프라인_R6M,-0.1775582365728269,corr_output\3_승인매출정보
