컬럼명,상관계수
이용후경과월_CA,0.23731443820695186
이용건수_할부_B0M,-0.23322353103706542
이용개월수_전체_R6M,-0.23290134572135263
이용개월수_CA_R3M,-0.23277218739298614
이용건수_할부_무이자_B0M,-0.23274470300208056
_1순위납부업종_이용금액,-0.23084813589284273
이용금액_할부_무이자_B0M,-0.23080954472399592
이용건수_CA_R3M,-0.23061612698803038
할부건수_무이자_6M_R12M,-0.22929792999419985
이용금액_할부_B0M,-0.22751604574012407
이용금액_체크_R12M,-0.22585416549766527
최종이용일자_CA,-0.22254033628769287
이용건수_CA_B0M,-0.22125564952316643
이용금액_체크_R6M,-0.22104217168928936
이용금액_체크_R3M,-0.21793536288201815
이용개월수_전체_R3M,-0.21655399378258175
이용개월수_오프라인_R6M,-0.21650543257722418
이용건수_체크_R12M,-0.21639418276159533
이용개월수_신용_R6M,-0.21595412255126045
이용금액_체크_B0M,-0.2155096725649032
RP건수_B0M,-0.21494098929597538
최대이용금액_체크_R12M,-0.21422264736561594
이용건수_체크_R6M,-0.2119609175870389
_2순위여유업종_이용금액,-0.20996371452105472
이용건수_체크_R3M,-0.209959956021611
이용개월수_신판_R6M,-0.20942803072831953
이용개월수_일시불_R6M,-0.2086789311598376
이용건수_체크_B0M,-0.2085441969776939
이용후경과월_신용,0.20482858486724903
이용개월수_신용_R3M,-0.2025467533297615
최종이용일자_할부,-0.20173296513725453
_2순위납부업종_이용금액,-0.19860254860167292
이용개월수_신판_R3M,-0.19635304125945824
이용개월수_일시불_R3M,-0.19553938041012592
최대이용금액_할부_유이자_R12M,-0.19543937973944786
이용금액_할부_유이자_R12M,-0.19460884685417665
이용후경과월_신판,0.19425864507092
납부_통신비이용금액,-0.1933602371892833
RP유형건수_B0M,-0.19181568264173132
할부금액_유이자_3M_R12M,-0.18352784965664878
교통_철도버스이용금액,-0.1818392612834309
납부_보험료이용금액,-0.181590144580491
RP후경과월_교통,0.18035176327054034
RP건수_통신_B0M,-0.1787462028372934
쇼핑_아울렛_이용금액,-0.17745542331381872
이용후경과월_일시불,0.1762476790166175
이용개월수_할부_유이자_R12M,-0.17569263242096442
이용개월수_결제일_R6M,-0.17491918896442615
이용개월수_체크_R12M,-0.17348341930044975
신청건수_ATM_CA_R6M,-0.17214179940369947
할부금액_유이자_6M_R12M,-0.16680879537722645
이용후경과월_할부_유이자,0.16640030047865753
연속무실적개월수_기본_24M_카드,0.16621768743056395
이용건수_할부_유이자_R12M,-0.1660994163510636
선입금원금_B5M,-0.16414579502085194
여유_숙박이용금액,-0.16404071341790322
여유_공연이용금액,-0.1636212328431558
이용개월수_결제일_R3M,-0.1618848764091075
선입금원금_B0M,-0.15998267041710265
이용개월수_체크_R6M,-0.15839320082294636
할부건수_유이자_3M_R12M,-0.15830119145706653
선입금원금_B2M,-0.15828959252414537
RP건수_교통_B0M,-0.15790445107844542
이용금액_선결제_R6M,-0.15642327126559175
RP후경과월_통신,0.15605676777524716
이용개월수_체크_R3M,-0.15602402586903902
카드론이용월수_누적,-0.1546252979912049
카드론이용건수_누적,-0.15230429781474183
이용후경과월_체크,0.1513094005522453
이용금액_A페이_B0M,-0.15020013773915233
이용금액_페이_오프라인_B0M,-0.15002641198691405
이용금액_A페이_R3M,-0.14601333144639783
이용금액_페이_오프라인_R3M,-0.14596705286997952
RP후경과월,0.14571267587044107
이용건수_A페이_R6M,-0.14438536409436997
이용금액_선결제_R3M,-0.14434576690471612
RP금액_B0M,-0.1436598531323377
최종카드론_대출이율,-0.1431646585822285
이용개월수_페이_오프라인_R6M,-0.1425014844434684
이용횟수_선결제_R6M,-0.14223233200125524
최종이용일자_체크,-0.1412007106447248
이용금액_A페이_R6M,-0.14068993671698518
이용금액_할부_유이자_R6M,-0.14036848670521562
이용금액_페이_오프라인_R6M,-0.13978265477121032
교통_버스지하철이용금액,-0.13889398774001474
신청건수_ATM_CA_B0,-0.13877189904139153
이용개월수_A페이_R6M,-0.13786302245358795
이용건수_페이_오프라인_R6M,-0.13775465194043796
이용건수_A페이_R3M,-0.13675959833108192
이용건수_할부_유이자_R6M,-0.13614924028879938
이용건수_페이_오프라인_B0M,-0.13533832404903007
이용건수_페이_오프라인_R3M,-0.1352634636170335
_3순위여유업종_이용금액,-0.13488191233404423
이용개월수_할부_유이자_R6M,-0.13340991671927435
이용금액_선결제_B0M,-0.1330799307495404
이용금액_C페이_B0M,-0.13214247188829534
이용금액_C페이_R3M,-0.1321107114802528
이용건수_A페이_B0M,-0.1317366933207299
이용건수_C페이_B0M,-0.13073909802155995
_3순위납부업종_이용금액,-0.13027803188544348
이용개월수_선결제_R6M,-0.1302265152083084
최초카드론이용경과월,0.12979925626293595
이용횟수_선결제_R3M,-0.1287248031550673
이용금액_C페이_R6M,-0.1278587344047898
이용건수_C페이_R3M,-0.12738488510749935
여유_기타이용금액,-0.12673237446847166
최종카드론이용경과월,0.12500752601516682
최종이용일자_카드론,-0.12477648970311973
이용개월수_할부_유이자_R3M,-0.12178919332894501
이용건수_선결제_R6M,-0.12165591725330463
할부건수_유이자_6M_R12M,-0.12018103540436983
이용횟수_선결제_B0M,-0.1188920123689502
이용건수_할부_유이자_R3M,-0.11741751975152205
이용금액_할부_유이자_R3M,-0.11665221242473924
이용건수_C페이_R6M,-0.11585376103910532
할부금액_12M_R12M,-0.11269392006273835
이용개월수_C페이_R6M,-0.110886238128143
카드론이용금액_누적,-0.10982116105558841
할부금액_무이자_12M_R12M,-0.10661861043439971
이용건수_할부_유이자_B0M,-0.1039277545111473
이용금액_D페이_R6M,-0.10241895177894456
이용건수_선결제_R3M,-0.10079570498552426
최종카드론_대출월수,-0.09852624964436187
이용금액_할부_유이자_B0M,-0.09822713010581337
이용개월수_D페이_R6M,-0.09711504750243088
이용금액_B페이_R6M,-0.09690822241359041
이용건수_B페이_R3M,-0.09573812343793785
이용금액_B페이_R3M,-0.09553433894493024
최종이용일자_일시불,-0.09503247731283138
최종이용일자_신판,-0.09262984511199995
최종이용일자_기본,-0.09223409617045907
여유_Pet이용금액,-0.09143304978967948
최종카드론_대출금액,-0.09022680310276875
이용건수_B페이_B0M,-0.08925900531706654
이용금액_B페이_B0M,-0.08863190995531274
이용건수_D페이_R6M,-0.08646105511647355
여유_항공이용금액,-0.08636937574876107
이용건수_B페이_R6M,-0.08556107445998622
RP건수_아파트_B0M,-0.08151611074044021
RP후경과월_아파트,0.08148812437662675
이용개월수_B페이_R6M,-0.08142171131878455
납부_관리비이용금액,-0.08033238536009464
이용건수_선결제_B0M,-0.0796847771853646
승인거절건수_R3M,-0.07577232823216962
이용금액_연체_R6M,-0.07565567401873415
금액_할부전환_R6M,-0.07524459615210216
건수_할부전환_R6M,-0.07429934320285948
금액_할부전환_R3M,-0.07428158536580357
건수_할부전환_R3M,-0.07407653879751394
이용금액_D페이_R3M,-0.07296588741252712
여유_공원이용금액,-0.07242375686365177
할부금액_유이자_12M_R12M,-0.07054727942881257
납부_가스전기료이용금액,-0.06898497229771279
이용개월수_당사기타_R6M,-0.068788523108115
할부건수_12M_R12M,-0.06700030615274974
최대이용금액_부분무이자_R12M,-0.06281654833252533
이용건수_D페이_R3M,-0.06272784454212388
이용개월수_부분무이자_R12M,-0.06260008747763876
승인거절건수_기타_R3M,-0.062148422337241
할부금액_부분_12M_R12M,-0.06198505249233235
이용금액_부분무이자_R12M,-0.0617631727796161
이용건수_카드론_R12M,-0.06086837327245088
이용금액_연체_R3M,-0.05982959508218781
이용후경과월_부분무이자,0.0581305148982407
이용개월수_카드론_R12M,-0.054857870784549095
할부건수_무이자_12M_R12M,-0.052484863207588786
이용횟수_연체_R6M,-0.051584485349469786
승인거절건수_BL_R3M,-0.05080385974748769
이용금액_부분무이자_R3M,-0.046642184747143066
이용후경과월_카드론,0.045074807097937646
할부건수_유이자_12M_R12M,-0.04429374456098923
이용금액_연체_B0M,-0.04282340878743294
이용금액_D페이_B0M,-0.04197651867605027
승인거절건수_한도초과_R3M,-0.04142578783301123
이용건수_D페이_B0M,-0.0398431556483131
이용금액_카드론_R12M,-0.03935152523307418
이용횟수_연체_R3M,-0.03860104649281505
RP후경과월_가스,0.03753635012410952
가맹점매출금액_B1M,-0.03495277377458074
가맹점매출금액_B2M,-0.0345260996281906
최대이용금액_카드론_R12M,-0.03260166583031302
RP후경과월_전기,0.032018740656026626
이용개월수_카드론_R6M,-0.0307759144971905
RP건수_가스_B0M,-0.030049623227107095
RP후경과월_보험,0.028737859178461153
이용금액_부분무이자_R6M,-0.028401713077513883
이용횟수_연체_B0M,-0.027846687221291223
이용건수_카드론_R6M,-0.027270557184690434
이용금액_카드론_R6M,-0.025322574812850433
이용개월수_부분무이자_R6M,-0.02469762872535243
RP건수_전기_B0M,-0.02367233024948174
RP건수_보험_B0M,-0.022558474291447278
이용건수_부분무이자_R6M,-0.021963589334891873
증감_RP유형건수_전월,-0.02191015010843585
최종카드론_거치개월수,-0.017839313905032576
RP후경과월_제휴사서비스직접판매,-0.015662488024270973
할부금액_14M_R12M,0.015488551173791927
RP건수_제휴사서비스직접판매_B0M,0.014576311340762664
할부금액_유이자_14M_R12M,0.013085751103645777
증감_RP건수_교통_전월,-0.012849159184221323
이용개월수_카드론_R3M,-0.011108529866862088
이용금액_카드론_R3M,-0.01049101187856165
이용건수_카드론_R3M,-0.010297390507478783
증감_RP건수_전월,-0.010251803250419671
할부금액_무이자_14M_R12M,0.008687534270557587
이용건수_부분무이자_R12M,-0.007991464289454082
할부건수_부분_12M_R12M,-0.007991464289454082
이용개월수_부분무이자_R3M,-0.007607536005472977
승인거절건수_BL_B0M,-0.006941793085459635
이용건수_부분무이자_R3M,-0.0069111900900716925
승인거절건수_입력오류_R3M,-0.006499070935859519
교통_통행료이용금액,-0.006400807956829364
증감_RP건수_아파트_전월,0.004699573793828307
증감_RP건수_전기_전월,-0.004202266348989523
증감_RP건수_제휴사서비스직접판매_전월,0.0039040997974132594
신청건수_ATM_CL_R6M,-0.0036668959009180063
할부건수_유이자_14M_R12M,-0.003505764942468796
승인거절건수_B0M,-0.0034401459528028097
할부건수_14M_R12M,-0.0034388415801004397
RP건수_렌탈_B0M,0.003063446329411193
승인거절건수_한도초과_B0M,-0.0023309529445376866
신청건수_ATM_CL_B0,-0.0020551828297518176
증감_RP건수_통신_전월,-0.0019789906734499147
RP후경과월_학습비,-0.0019489991701661703
증감_RP건수_보험_전월,-0.0019005921838577704
RP건수_학습비_B0M,0.0017038633639852364
RP후경과월_렌탈,0.0016866121819118455
이용금액_카드론_B0M,0.0015042874531644795
증감_RP건수_학습비_전월,0.0012099127442526773
이용건수_카드론_B0M,0.0011718074705367927
할부금액_부분_6M_R12M,-0.0008783431335547052
증감_RP건수_렌탈_전월,-0.000575112865959429
할부건수_무이자_14M_R12M,0.0005170114278033723
증감_RP건수_가스_전월,0.00046517063359822526
할부금액_부분_14M_R12M,6.267600721789796e-05
기준년월,-1.767915303553221e-20
이용건수_부분무이자_B0M,
이용금액_부분무이자_B0M,
여유_여행이용금액,
납부_렌탈료이용금액,
납부_유선방송이용금액,
납부_건강연금이용금액,
할부건수_부분_3M_R12M,
할부건수_부분_6M_R12M,
할부건수_부분_14M_R12M,
할부금액_부분_3M_R12M,
RP건수_유선방송_B0M,
RP건수_건강_B0M,
RP후경과월_유선방송,
RP후경과월_건강,
증감_RP건수_유선방송_전월,
증감_RP건수_건강_전월,
이용개월수_당사페이_R6M,
이용금액_당사페이_R6M,
이용금액_당사기타_R6M,
이용건수_당사페이_R6M,
이용건수_당사기타_R6M,
이용금액_당사페이_R3M,
이용금액_당사기타_R3M,
이용건수_당사페이_R3M,
이용건수_당사기타_R3M,
이용금액_당사페이_B0M,
이용금액_당사기타_B0M,
이용건수_당사페이_B0M,
이용건수_당사기타_B0M,
승인거절건수_입력오류_B0M,
승인거절건수_기타_B0M,
