Variable,Correlation
정상청구원금_B2M,-0.628077554
이용금액_일시불_R12M,-0.595858305
이용금액_일시불_B0M,-0.575032255
이용금액_일시불_R6M,-0.568892574
이용금액_일시불_R3M,-0.567357252
이용금액_오프라인_B0M,-0.56618551
정상입금원금_B5M,-0.551228323
정상입금원금_B0M,-0.549280096
이용금액_오프라인_R3M,-0.539826778
이용금액_오프라인_R6M,-0.538774893
정상입금원금_B2M,-0.536208407
_3순위업종_이용금액,-0.504268047
_2순위업종_이용금액,-0.492209133
_2순위쇼핑업종_이용금액,-0.487363729
최대이용금액_일시불_R12M,-0.486144504
이용건수_신용_R12M,-0.480732481
이용건수_신판_R12M,-0.476833353
이용건수_일시불_R12M,-0.472361771
_1순위업종_이용금액,-0.468098587
_3순위쇼핑업종_이용금액,-0.464138563
이용건수_오프라인_B0M,-0.458958709
이용가맹점수,-0.456552703
쇼핑_도소매_이용금액,-0.452097362
이용건수_오프라인_R6M,-0.450232157
이용건수_오프라인_R3M,-0.449336117
이용건수_신용_B0M,-0.436677369
이용건수_신용_R6M,-0.436528167
이용건수_신용_R3M,-0.433637623
이용건수_신판_R6M,-0.432736992
이용건수_신판_B0M,-0.43254795
이용건수_신판_R3M,-0.429748423
이용건수_일시불_B0M,-0.429503134
이용건수_일시불_R6M,-0.42909595
이용건수_일시불_R3M,-0.426714725
_1순위교통업종_이용금액,-0.408527752
연체입금원금_B0M,-0.403664972
쇼핑_마트_이용금액,-0.395007479
쇼핑_슈퍼마켓_이용금액,-0.390989945
이용금액_온라인_B0M,-0.389504251
교통_주유이용금액,-0.387756208
연체입금원금_B2M,-0.385222361
연체입금원금_B5M,-0.384409216
이용금액_페이_온라인_B0M,-0.378886852
_1순위쇼핑업종_이용금액,-0.375679346
이용건수_온라인_R6M,-0.367224547
이용금액_페이_온라인_R3M,-0.364122264
이용금액_간편결제_B0M,-0.36304523
이용건수_온라인_R3M,-0.362539933
이용금액_페이_온라인_R6M,-0.358308747
연속유실적개월수_기본_24M_카드,-0.357339799
이용건수_온라인_B0M,-0.356381208
이용금액_온라인_R3M,-0.35472844
이용금액_할부_R12M,-0.353568442
쇼핑_온라인_이용금액,-0.353185214
이용금액_온라인_R6M,-0.351423292
_2순위교통업종_이용금액,-0.350392923
이용금액_할부_무이자_R12M,-0.347404141
이용금액_간편결제_R3M,-0.340866725
이용건수_간편결제_R6M,-0.338993084
이용건수_페이_온라인_R6M,-0.338644654
교통_정비이용금액,-0.338575754
할부금액_3M_R12M,-0.334949522
이용건수_간편결제_R3M,-0.33333141
최대이용금액_할부_무이자_R12M,-0.332957886
최대이용금액_할부_R12M,-0.332917409
이용금액_간편결제_R6M,-0.331894831
이용건수_페이_온라인_R3M,-0.329736927
이용건수_간편결제_B0M,-0.327694556
_3순위교통업종_이용금액,-0.327502113
쇼핑_편의점_이용금액,-0.326543269
이용건수_페이_온라인_B0M,-0.3246198
할부금액_무이자_3M_R12M,-0.323400464
이용개월수_온라인_R6M,-0.32124239
이용개월수_페이_온라인_R6M,-0.318473824
납부_기타이용금액,-0.31426998
이용개월수_간편결제_R6M,-0.313497505
최대이용금액_CA_R12M,-0.306449729
할부금액_6M_R12M,-0.295831386
쇼핑_기타_이용금액,-0.295248476
이용금액_해외,-0.294269484
이용개월수_할부_무이자_R12M,-0.293026568
이용금액_할부_무이자_R6M,-0.291934064
이용개월수_할부_R12M,-0.290496644
이용건수_할부_R12M,-0.289500041
이용금액_할부_R6M,-0.28939949
이용건수_할부_무이자_R12M,-0.286050705
_1순위여유업종_이용금액,-0.285465925
이용금액_CA_R12M,-0.283919697
할부건수_3M_R12M,-0.281473364
쇼핑_백화점_이용금액,-0.27976976
할부건수_무이자_3M_R12M,-0.279451096
할부금액_무이자_6M_R12M,-0.279384099
이용건수_CA_R12M,-0.278490706
이용금액_CA_R6M,-0.275539513
이용개월수_신용_R12M,-0.275250461
이용개월수_신판_R12M,-0.2728524
이용개월수_일시불_R12M,-0.27140246
이용개월수_CA_R12M,-0.270880611
이용금액_CA_R3M,-0.267343357
이용금액_CA_B0M,-0.26273053
이용건수_할부_R6M,-0.257437234
이용후경과월_할부_무이자,0.256618632
이용개월수_할부_R6M,-0.255659596
이용금액_할부_무이자_R3M,-0.255172354
이용개월수_할부_무이자_R6M,-0.255036177
이용건수_할부_무이자_R6M,-0.25438168
교통_택시이용금액,-0.253612058
이용금액_할부_R3M,-0.252239104
이용후경과월_할부,0.251750246
이용건수_CA_R6M,-0.247864768
여유_운동이용금액,-0.245943546
이용개월수_CA_R6M,-0.244659946
이용건수_할부_R3M,-0.242693931
이용건수_할부_무이자_R3M,-0.241911772
이용개월수_할부_R3M,-0.239813377
이용개월수_할부_무이자_R3M,-0.237834202
할부건수_6M_R12M,-0.237501786
이용후경과월_CA,0.237314438
이용건수_할부_B0M,-0.233223531
이용개월수_전체_R6M,-0.232901346
이용개월수_CA_R3M,-0.232772187
이용건수_할부_무이자_B0M,-0.232744703
_1순위납부업종_이용금액,-0.230848136
이용금액_할부_무이자_B0M,-0.230809545
이용건수_CA_R3M,-0.230616127
할부건수_무이자_6M_R12M,-0.22929793
이용금액_할부_B0M,-0.227516046
이용금액_체크_R12M,-0.225854165
최종이용일자_CA,-0.222540336
이용건수_CA_B0M,-0.22125565
이용금액_체크_R6M,-0.221042172
이용금액_체크_R3M,-0.217935363
이용개월수_전체_R3M,-0.216553994
이용개월수_오프라인_R6M,-0.216505433
이용건수_체크_R12M,-0.216394183
이용개월수_신용_R6M,-0.215954123
이용금액_체크_B0M,-0.215509673
RP건수_B0M,-0.214940989
최대이용금액_체크_R12M,-0.214222647
이용건수_체크_R6M,-0.211960918
_2순위여유업종_이용금액,-0.209963715
이용건수_체크_R3M,-0.209959956
이용개월수_신판_R6M,-0.209428031
이용개월수_일시불_R6M,-0.208678931
이용건수_체크_B0M,-0.208544197
이용후경과월_신용,0.204828585
이용개월수_신용_R3M,-0.202546753
최종이용일자_할부,-0.201732965
_2순위납부업종_이용금액,-0.198602549
이용개월수_신판_R3M,-0.196353041
이용개월수_일시불_R3M,-0.19553938
최대이용금액_할부_유이자_R12M,-0.19543938
이용금액_할부_유이자_R12M,-0.194608847
이용후경과월_신판,0.194258645
납부_통신비이용금액,-0.193360237
RP유형건수_B0M,-0.191815683
할부금액_유이자_3M_R12M,-0.18352785
교통_철도버스이용금액,-0.181839261
납부_보험료이용금액,-0.181590145
RP후경과월_교통,0.180351763
RP건수_통신_B0M,-0.178746203
쇼핑_아울렛_이용금액,-0.177455423
이용후경과월_일시불,0.176247679
이용개월수_할부_유이자_R12M,-0.175692632
이용개월수_결제일_R6M,-0.174919189
이용개월수_체크_R12M,-0.173483419
신청건수_ATM_CA_R6M,-0.172141799
할부금액_유이자_6M_R12M,-0.166808795
이용후경과월_할부_유이자,0.1664003
연속무실적개월수_기본_24M_카드,0.166217687
이용건수_할부_유이자_R12M,-0.166099416
선입금원금_B5M,-0.164145795
여유_숙박이용금액,-0.164040713
여유_공연이용금액,-0.163621233
이용개월수_결제일_R3M,-0.161884876
선입금원금_B0M,-0.15998267
이용개월수_체크_R6M,-0.158393201
할부건수_유이자_3M_R12M,-0.158301191
선입금원금_B2M,-0.158289593
RP건수_교통_B0M,-0.157904451
이용금액_선결제_R6M,-0.156423271
RP후경과월_통신,0.156056768
이용개월수_체크_R3M,-0.156024026
카드론이용월수_누적,-0.154625298
카드론이용건수_누적,-0.152304298
이용후경과월_체크,0.151309401
이용금액_A페이_B0M,-0.150200138
이용금액_페이_오프라인_B0M,-0.150026412
이용금액_A페이_R3M,-0.146013331
이용금액_페이_오프라인_R3M,-0.145967053
RP후경과월,0.145712676
이용건수_A페이_R6M,-0.144385364
이용금액_선결제_R3M,-0.144345767
RP금액_B0M,-0.143659853
최종카드론_대출이율,-0.143164659
이용개월수_페이_오프라인_R6M,-0.142501484
이용횟수_선결제_R6M,-0.142232332
최종이용일자_체크,-0.141200711
이용금액_A페이_R6M,-0.140689937
이용금액_할부_유이자_R6M,-0.140368487
이용금액_페이_오프라인_R6M,-0.139782655
교통_버스지하철이용금액,-0.138893988
신청건수_ATM_CA_B0,-0.138771899
이용개월수_A페이_R6M,-0.137863022
이용건수_페이_오프라인_R6M,-0.137754652
이용건수_A페이_R3M,-0.136759598
이용건수_할부_유이자_R6M,-0.13614924
이용건수_페이_오프라인_B0M,-0.135338324
이용건수_페이_오프라인_R3M,-0.135263464
_3순위여유업종_이용금액,-0.134881912
이용개월수_할부_유이자_R6M,-0.133409917
이용금액_선결제_B0M,-0.133079931
이용금액_C페이_B0M,-0.132142472
이용금액_C페이_R3M,-0.132110711
이용건수_A페이_B0M,-0.131736693
이용건수_C페이_B0M,-0.130739098
_3순위납부업종_이용금액,-0.130278032
이용개월수_선결제_R6M,-0.130226515
최초카드론이용경과월,0.129799256
이용횟수_선결제_R3M,-0.128724803
이용금액_C페이_R6M,-0.127858734
이용건수_C페이_R3M,-0.127384885
여유_기타이용금액,-0.126732374
최종카드론이용경과월,0.125007526
최종이용일자_카드론,-0.12477649
이용개월수_할부_유이자_R3M,-0.121789193
이용건수_선결제_R6M,-0.121655917
할부건수_유이자_6M_R12M,-0.120181035
이용횟수_선결제_B0M,-0.118892012
이용건수_할부_유이자_R3M,-0.11741752
이용금액_할부_유이자_R3M,-0.116652212
이용건수_C페이_R6M,-0.115853761
할부금액_12M_R12M,-0.11269392
이용개월수_C페이_R6M,-0.110886238
카드론이용금액_누적,-0.109821161
할부금액_무이자_12M_R12M,-0.10661861
이용건수_할부_유이자_B0M,-0.103927755
이용금액_D페이_R6M,-0.102418952
이용건수_선결제_R3M,-0.100795705
최종카드론_대출월수,-0.09852625
이용금액_할부_유이자_B0M,-0.09822713
이용개월수_D페이_R6M,-0.097115048
이용금액_B페이_R6M,-0.096908222
이용건수_B페이_R3M,-0.095738123
이용금액_B페이_R3M,-0.095534339
최종이용일자_일시불,-0.095032477
최종이용일자_신판,-0.092629845
최종이용일자_기본,-0.092234096
여유_Pet이용금액,-0.09143305
최종카드론_대출금액,-0.090226803
이용건수_B페이_B0M,-0.089259005
이용금액_B페이_B0M,-0.08863191
이용건수_D페이_R6M,-0.086461055
여유_항공이용금액,-0.086369376
이용건수_B페이_R6M,-0.085561074
RP건수_아파트_B0M,-0.081516111
RP후경과월_아파트,0.081488124
이용개월수_B페이_R6M,-0.081421711
납부_관리비이용금액,-0.080332385
이용건수_선결제_B0M,-0.079684777
승인거절건수_R3M,-0.075772328
이용금액_연체_R6M,-0.075655674
금액_할부전환_R6M,-0.075244596
건수_할부전환_R6M,-0.074299343
금액_할부전환_R3M,-0.074281585
건수_할부전환_R3M,-0.074076539
이용금액_D페이_R3M,-0.072965887
여유_공원이용금액,-0.072423757
할부금액_유이자_12M_R12M,-0.070547279
납부_가스전기료이용금액,-0.068984972
이용개월수_당사기타_R6M,-0.068788523
할부건수_12M_R12M,-0.067000306
최대이용금액_부분무이자_R12M,-0.062816548
이용건수_D페이_R3M,-0.062727845
이용개월수_부분무이자_R12M,-0.062600087
승인거절건수_기타_R3M,-0.062148422
할부금액_부분_12M_R12M,-0.061985052
이용금액_부분무이자_R12M,-0.061763173
이용건수_카드론_R12M,-0.060868373
이용금액_연체_R3M,-0.059829595
이용후경과월_부분무이자,0.058130515
이용개월수_카드론_R12M,-0.054857871
할부건수_무이자_12M_R12M,-0.052484863
이용횟수_연체_R6M,-0.051584485
승인거절건수_BL_R3M,-0.05080386
이용금액_부분무이자_R3M,-0.046642185
이용후경과월_카드론,0.045074807
할부건수_유이자_12M_R12M,-0.044293745
이용금액_연체_B0M,-0.042823409
이용금액_D페이_B0M,-0.041976519
승인거절건수_한도초과_R3M,-0.041425788
이용건수_D페이_B0M,-0.039843156
이용금액_카드론_R12M,-0.039351525
이용횟수_연체_R3M,-0.038601046
RP후경과월_가스,0.03753635
가맹점매출금액_B1M,-0.034952774
가맹점매출금액_B2M,-0.0345261
최대이용금액_카드론_R12M,-0.032601666
RP후경과월_전기,0.032018741
이용개월수_카드론_R6M,-0.030775914
RP건수_가스_B0M,-0.030049623
RP후경과월_보험,0.028737859
이용금액_부분무이자_R6M,-0.028401713
이용횟수_연체_B0M,-0.027846687
이용건수_카드론_R6M,-0.027270557
이용금액_카드론_R6M,-0.025322575
이용개월수_부분무이자_R6M,-0.024697629
RP건수_전기_B0M,-0.02367233
RP건수_보험_B0M,-0.022558474
이용건수_부분무이자_R6M,-0.021963589
증감_RP유형건수_전월,-0.02191015
최종카드론_거치개월수,-0.017839314
RP후경과월_제휴사서비스직접판매,-0.015662488
할부금액_14M_R12M,0.015488551
RP건수_제휴사서비스직접판매_B0M,0.014576311
할부금액_유이자_14M_R12M,0.013085751
증감_RP건수_교통_전월,-0.012849159
이용개월수_카드론_R3M,-0.01110853
이용금액_카드론_R3M,-0.010491012
이용건수_카드론_R3M,-0.010297391
증감_RP건수_전월,-0.010251803
할부금액_무이자_14M_R12M,0.008687534
이용건수_부분무이자_R12M,-0.007991464
할부건수_부분_12M_R12M,-0.007991464
이용개월수_부분무이자_R3M,-0.007607536
승인거절건수_BL_B0M,-0.006941793
이용건수_부분무이자_R3M,-0.00691119
승인거절건수_입력오류_R3M,-0.006499071
교통_통행료이용금액,-0.006400808
증감_RP건수_아파트_전월,0.004699574
증감_RP건수_전기_전월,-0.004202266
증감_RP건수_제휴사서비스직접판매_전월,0.0039041
신청건수_ATM_CL_R6M,-0.003666896
할부건수_유이자_14M_R12M,-0.003505765
승인거절건수_B0M,-0.003440146
할부건수_14M_R12M,-0.003438842
RP건수_렌탈_B0M,0.003063446
승인거절건수_한도초과_B0M,-0.002330953
신청건수_ATM_CL_B0,-0.002055183
증감_RP건수_통신_전월,-0.001978991
RP후경과월_학습비,-0.001948999
증감_RP건수_보험_전월,-0.001900592
RP건수_학습비_B0M,0.001703863
RP후경과월_렌탈,0.001686612
이용금액_카드론_B0M,0.001504287
증감_RP건수_학습비_전월,0.001209913
이용건수_카드론_B0M,0.001171807
할부금액_부분_6M_R12M,-0.000878343
증감_RP건수_렌탈_전월,-0.000575113
할부건수_무이자_14M_R12M,0.000517011
증감_RP건수_가스_전월,0.000465171
할부금액_부분_14M_R12M,6.27e-05
기준년월,-1.77e-20
잔액_신판ca최대한도소진율_r6m,-0.268486212
잔액_신판ca최대한도소진율_r3m,-0.263688188
잔액_신판ca평균한도소진율_r3m,-0.258635617
잔액_신판ca평균한도소진율_r6m,-0.252524969
잔액_신판최대한도소진율_r6m,-0.200087422
잔액_신판최대한도소진율_r3m,-0.194820205
잔액_신판평균한도소진율_r3m,-0.189758171
잔액_신판평균한도소진율_r6m,-0.181994865
불만제기후경과월_R12M,-0.173899064
방문후경과월_PC_R6M,0.172772474
홈페이지_금융건수_R6M,-0.169264451
방문월수_PC_R6M,-0.160520025
홈페이지_금융건수_R3M,-0.160279904
방문후경과월_앱_R6M,0.158201985
인입일수_ARS_R6M,-0.15696471
인입월수_ARS_R6M,-0.154813232
방문횟수_앱_B0M,-0.154792825
방문일수_앱_B0M,-0.152877588
방문월수_앱_R6M,-0.152752638
홈페이지_선결제건수_R6M,-0.151408839
방문일수_앱_R6M,-0.149644401
홈페이지_선결제건수_R3M,-0.148633913
상담건수_R6M,-0.1435771
인입월수_IB_R6M,-0.142631211
인입일수_IB_R6M,-0.142004796
방문일수_PC_B0M,-0.141835012
방문횟수_PC_B0M,-0.1412946
인입횟수_IB_R6M,-0.140527227
이용메뉴건수_IB_R6M,-0.134680743
당사멤버쉽_방문월수_R6M,-0.133227222
인입후경과월_IB_R6M,0.121067475
인입일수_ARS_B0M,-0.115457442
방문횟수_앱_R6M,-0.113784755
이용메뉴건수_ARS_B0M,-0.110468823
인입횟수_ARS_B0M,-0.110404558
인입횟수_ARS_R6M,0.109217096
변동률_RV일시불평잔,-0.104847655
변동률_RVCA평잔,-0.1041274
IB문의건수_사용승인내역_R6M,-0.103141151
IB문의건수_선결제_R6M,-0.101905371
당사멤버쉽_방문횟수_R6M,-0.0976276
당사멤버쉽_방문횟수_B0M,-0.090153121
증감율_이용건수_할부_전월,0.080530709
증감율_이용금액_일시불_전월,-0.073525607
증감율_이용금액_신판_전월,-0.073436145
변동률_카드론평잔,-0.072186059
인입횟수_IB_B0M,-0.071628717
상담건수_B0M,-0.071124627
인입후경과월_ARS,-0.070134287
방문월수_모바일웹_R6M,-0.06801427
증감율_이용건수_체크_전월,0.066659179
방문횟수_모바일웹_R6M,-0.06622413
방문일수_모바일웹_R6M,-0.065284073
인입일수_IB_B0M,-0.060823196
이용메뉴건수_IB_B0M,-0.059656742
변동률_일시불평잔,-0.057162494
증감율_이용건수_CA_전월,0.056227877
방문횟수_PC_R6M,-0.05373884
증감율_이용금액_신용_전월,-0.046525422
IB문의건수_카드발급_R6M,-0.045283396
변동률_CA평잔,-0.044448917
IB문의건수_선결제_B0M,-0.043356408
이용메뉴건수_ARS_R6M,0.042808604
IB문의건수_분실도난_R6M,-0.042541156
방문후경과월_모바일웹_R6M,0.040366935
증감율_이용건수_할부_분기,0.036098482
방문일수_PC_R6M,0.032598166
증감율_이용금액_CA_분기,0.031327512
IB문의건수_결제_R6M,-0.030065839
증감율_이용금액_할부_분기,0.028411543
증감율_이용금액_체크_전월,0.027065229
증감율_이용건수_카드론_분기,0.023503075
증감율_이용금액_카드론_분기,0.023283541
증감율_이용금액_할부_전월,0.021696484
IB문의건수_정보변경_R6M,-0.021250251
변동률_할부평잔,-0.020413376
IB문의건수_한도_R6M,-0.018638862
IB문의건수_CA_R6M,-0.01708173
증감율_이용건수_CA_분기,0.015660488
증감율_이용금액_신용_분기,0.014715756
증감율_이용금액_CA_전월,0.013887519
변동률_잔액_CA_B1M,0.01372231
증감율_이용금액_신판_분기,0.013518978
IB문의건수_CS_R6M,0.013108041
IB문의건수_SMS_R6M,0.011147996
IB문의건수_BL_R6M,-0.010354518
증감율_이용금액_체크_분기,0.010016685
증감율_이용건수_체크_분기,0.009855105
IB문의건수_포인트_R6M,-0.008312594
증감율_이용건수_일시불_전월,-0.008263115
IB문의건수_할부_R6M,-0.007621241
IB문의건수_결제일변경_R6M,0.006406865
IB문의건수_사용승인내역_B0M,-0.006124198
증감율_이용금액_카드론_전월,0.006121463
증감율_이용금액_일시불_분기,0.006105333
IB문의건수_CS_B0M,0.005609715
증감율_이용건수_신판_전월,-0.005582812
증감율_이용건수_카드론_전월,0.005304195
증감율_이용건수_신용_전월,-0.00480104
변동률_잔액_일시불_B1M,-0.003956466
IB문의건수_비밀번호_R6M,0.003630396
변동률_잔액_B1M,-0.003601987
IB문의건수_CL_RV_B0M,0.002826569
IB문의건수_부대서비스_R6M,0.00149249
방문일수_모바일웹_B0M,-0.001357663
방문횟수_모바일웹_B0M,-0.001307926
ID,0.001218077
증감율_이용건수_일시불_분기,0.001071463
증감율_이용건수_신용_분기,-0.000928671
IB문의건수_카드발급_B0M,0.000667459
IB문의건수_CL_RV_R6M,0.0005031
증감율_이용건수_신판_분기,-0.000334828
기준년월,-1.35e-18
컨택건수_이용유도_TM_R6M,0.152105585
컨택건수_이용유도_EM_R6M,-0.131599147
컨택건수_이용유도_EM_B0M,-0.123122594
컨택건수_이용유도_청구서_B0M,-0.090116939
컨택건수_이용유도_TM_B0M,0.068903258
컨택건수_이용유도_인터넷_R6M,0.05262382
컨택건수_신용발급_TM_R6M,0.046292148
컨택건수_이용유도_LMS_B0M,-0.04115859
컨택건수_이용유도_청구서_R6M,-0.038098778
컨택건수_카드론_TM_R6M,0.037962155
컨택건수_카드론_LMS_R6M,0.031652883
컨택건수_채권_R6M,-0.021709876
컨택건수_보험_TM_R6M,0.021636548
컨택건수_카드론_TM_B0M,0.021144627
컨택건수_부대서비스_TM_R6M,0.019433354
컨택건수_카드론_EM_R6M,-0.018482905
컨택건수_포인트소진_TM_R6M,-0.018452844
