Variable,Correlation
이용금액_A페이_R3M,-0.146013331
이용금액_페이_오프라인_R3M,-0.145967053
RP후경과월,0.145712676
이용건수_A페이_R6M,-0.144385364
이용금액_선결제_R3M,-0.144345767
RP금액_B0M,-0.143659853
최종카드론_대출이율,-0.143164659
이용개월수_페이_오프라인_R6M,-0.142501484
이용횟수_선결제_R6M,-0.142232332
최종이용일자_체크,-0.141200711
이용금액_A페이_R6M,-0.140689937
이용금액_할부_유이자_R6M,-0.140368487
이용금액_페이_오프라인_R6M,-0.139782655
교통_버스지하철이용금액,-0.138893988
신청건수_ATM_CA_B0,-0.138771899
이용개월수_A페이_R6M,-0.137863022
이용건수_페이_오프라인_R6M,-0.137754652
이용건수_A페이_R3M,-0.136759598
이용건수_할부_유이자_R6M,-0.13614924
이용건수_페이_오프라인_B0M,-0.135338324
이용건수_페이_오프라인_R3M,-0.135263464
_3순위여유업종_이용금액,-0.134881912
이용개월수_할부_유이자_R6M,-0.133409917
이용금액_선결제_B0M,-0.133079931
이용금액_C페이_B0M,-0.132142472
이용금액_C페이_R3M,-0.132110711
이용건수_A페이_B0M,-0.131736693
이용건수_C페이_B0M,-0.130739098
_3순위납부업종_이용금액,-0.130278032
이용개월수_선결제_R6M,-0.130226515
최초카드론이용경과월,0.129799256
이용횟수_선결제_R3M,-0.128724803
이용금액_C페이_R6M,-0.127858734
이용건수_C페이_R3M,-0.127384885
여유_기타이용금액,-0.126732374
최종카드론이용경과월,0.125007526
최종이용일자_카드론,-0.12477649
이용개월수_할부_유이자_R3M,-0.121789193
이용건수_선결제_R6M,-0.121655917
할부건수_유이자_6M_R12M,-0.120181035
이용횟수_선결제_B0M,-0.118892012
이용건수_할부_유이자_R3M,-0.11741752
이용금액_할부_유이자_R3M,-0.116652212
이용건수_C페이_R6M,-0.115853761
할부금액_12M_R12M,-0.11269392
이용개월수_C페이_R6M,-0.110886238
카드론이용금액_누적,-0.109821161
할부금액_무이자_12M_R12M,-0.10661861
이용건수_할부_유이자_B0M,-0.103927755
이용금액_D페이_R6M,-0.102418952
이용건수_선결제_R3M,-0.100795705
최종카드론_대출월수,-0.09852625
이용금액_할부_유이자_B0M,-0.09822713
이용개월수_D페이_R6M,-0.097115048
이용금액_B페이_R6M,-0.096908222
이용건수_B페이_R3M,-0.095738123
이용금액_B페이_R3M,-0.095534339
최종이용일자_일시불,-0.095032477
최종이용일자_신판,-0.092629845
최종이용일자_기본,-0.092234096
여유_Pet이용금액,-0.09143305
최종카드론_대출금액,-0.090226803
이용건수_B페이_B0M,-0.089259005
이용금액_B페이_B0M,-0.08863191
이용건수_D페이_R6M,-0.086461055
여유_항공이용금액,-0.086369376
이용건수_B페이_R6M,-0.085561074
RP건수_아파트_B0M,-0.081516111
RP후경과월_아파트,0.081488124
이용개월수_B페이_R6M,-0.081421711
납부_관리비이용금액,-0.080332385
이용건수_선결제_B0M,-0.079684777
승인거절건수_R3M,-0.075772328
이용금액_연체_R6M,-0.075655674
금액_할부전환_R6M,-0.075244596
건수_할부전환_R6M,-0.074299343
금액_할부전환_R3M,-0.074281585
건수_할부전환_R3M,-0.074076539
이용금액_D페이_R3M,-0.072965887
여유_공원이용금액,-0.072423757
할부금액_유이자_12M_R12M,-0.070547279
납부_가스전기료이용금액,-0.068984972
이용개월수_당사기타_R6M,-0.068788523
할부건수_12M_R12M,-0.067000306
최대이용금액_부분무이자_R12M,-0.062816548
이용건수_D페이_R3M,-0.062727845
이용개월수_부분무이자_R12M,-0.062600087
승인거절건수_기타_R3M,-0.062148422
할부금액_부분_12M_R12M,-0.061985052
이용금액_부분무이자_R12M,-0.061763173
이용건수_카드론_R12M,-0.060868373
이용금액_연체_R3M,-0.059829595
이용후경과월_부분무이자,0.058130515
이용개월수_카드론_R12M,-0.054857871
할부건수_무이자_12M_R12M,-0.052484863
이용횟수_연체_R6M,-0.051584485
승인거절건수_BL_R3M,-0.05080386
이용금액_부분무이자_R3M,-0.046642185
이용후경과월_카드론,0.045074807
할부건수_유이자_12M_R12M,-0.044293745
이용금액_연체_B0M,-0.042823409
이용금액_D페이_B0M,-0.041976519
승인거절건수_한도초과_R3M,-0.041425788
이용건수_D페이_B0M,-0.039843156
이용금액_카드론_R12M,-0.039351525
이용횟수_연체_R3M,-0.038601046
RP후경과월_가스,0.03753635
가맹점매출금액_B1M,-0.034952774
가맹점매출금액_B2M,-0.0345261
최대이용금액_카드론_R12M,-0.032601666
RP후경과월_전기,0.032018741
이용개월수_카드론_R6M,-0.030775914
RP건수_가스_B0M,-0.030049623
RP후경과월_보험,0.028737859
이용금액_부분무이자_R6M,-0.028401713
이용횟수_연체_B0M,-0.027846687
이용건수_카드론_R6M,-0.027270557
이용금액_카드론_R6M,-0.025322575
이용개월수_부분무이자_R6M,-0.024697629
RP건수_전기_B0M,-0.02367233
RP건수_보험_B0M,-0.022558474
이용건수_부분무이자_R6M,-0.021963589
증감_RP유형건수_전월,-0.02191015
최종카드론_거치개월수,-0.017839314
RP후경과월_제휴사서비스직접판매,-0.015662488
할부금액_14M_R12M,0.015488551
RP건수_제휴사서비스직접판매_B0M,0.014576311
할부금액_유이자_14M_R12M,0.013085751
증감_RP건수_교통_전월,-0.012849159
이용개월수_카드론_R3M,-0.01110853
이용금액_카드론_R3M,-0.010491012
이용건수_카드론_R3M,-0.010297391
증감_RP건수_전월,-0.010251803
할부금액_무이자_14M_R12M,0.008687534
이용건수_부분무이자_R12M,-0.007991464
할부건수_부분_12M_R12M,-0.007991464
이용개월수_부분무이자_R3M,-0.007607536
승인거절건수_BL_B0M,-0.006941793
이용건수_부분무이자_R3M,-0.00691119
승인거절건수_입력오류_R3M,-0.006499071
교통_통행료이용금액,-0.006400808
증감_RP건수_아파트_전월,0.004699574
증감_RP건수_전기_전월,-0.004202266
증감_RP건수_제휴사서비스직접판매_전월,0.0039041
신청건수_ATM_CL_R6M,-0.003666896
할부건수_유이자_14M_R12M,-0.003505765
승인거절건수_B0M,-0.003440146
할부건수_14M_R12M,-0.003438842
RP건수_렌탈_B0M,0.003063446
승인거절건수_한도초과_B0M,-0.002330953
신청건수_ATM_CL_B0,-0.002055183
증감_RP건수_통신_전월,-0.001978991
RP후경과월_학습비,-0.001948999
증감_RP건수_보험_전월,-0.001900592
RP건수_학습비_B0M,0.001703863
RP후경과월_렌탈,0.001686612
이용금액_카드론_B0M,0.001504287
증감_RP건수_학습비_전월,0.001209913
이용건수_카드론_B0M,0.001171807
할부금액_부분_6M_R12M,-0.000878343
증감_RP건수_렌탈_전월,-0.000575113
할부건수_무이자_14M_R12M,0.000517011
증감_RP건수_가스_전월,0.000465171
할부금액_부분_14M_R12M,6.27E-05
기준년월,-1.77E-20
이용건수_부분무이자_B0M,
이용금액_부분무이자_B0M,
여유_여행이용금액,
납부_렌탈료이용금액,
납부_유선방송이용금액,
납부_건강연금이용금액,
할부건수_부분_3M_R12M,
할부건수_부분_6M_R12M,
할부건수_부분_14M_R12M,
할부금액_부분_3M_R12M,
RP건수_유선방송_B0M,
RP건수_건강_B0M,
RP후경과월_유선방송,
RP후경과월_건강,
증감_RP건수_유선방송_전월,
증감_RP건수_건강_전월,
이용개월수_당사페이_R6M,
이용금액_당사페이_R6M,
이용금액_당사기타_R6M,
이용건수_당사페이_R6M,
이용건수_당사기타_R6M,
이용금액_당사페이_R3M,
이용금액_당사기타_R3M,
이용건수_당사페이_R3M,
이용건수_당사기타_R3M,
이용금액_당사페이_B0M,
이용금액_당사기타_B0M,
이용건수_당사페이_B0M,
이용건수_당사기타_B0M,
승인거절건수_입력오류_B0M,
승인거절건수_기타_B0M,
