,0
IB문의건수_포인트_R6M,-0.008312593833390614
증감율_이용건수_일시불_전월,-0.008263114979393282
IB문의건수_할부_R6M,-0.007621240583281477
IB문의건수_결제일변경_R6M,0.006406864935891821
IB문의건수_사용승인내역_B0M,-0.006124197622482161
증감율_이용금액_카드론_전월,0.006121462570305731
증감율_이용금액_일시불_분기,0.0061053325250803895
IB문의건수_CS_B0M,0.005609714518324456
증감율_이용건수_신판_전월,-0.005582811821581277
증감율_이용건수_카드론_전월,0.005304195084930283
증감율_이용건수_신용_전월,-0.004801039917926916
변동률_잔액_일시불_B1M,-0.003956465906933141
IB문의건수_비밀번호_R6M,0.003630395975427119
변동률_잔액_B1M,-0.0036019873070165576
IB문의건수_CL_RV_B0M,0.0028265690401782545
IB문의건수_부대서비스_R6M,0.001492490275686634
방문일수_모바일웹_B0M,-0.0013576629655986728
방문횟수_모바일웹_B0M,-0.0013079259405276772
ID,0.0012180772411718426
증감율_이용건수_일시불_분기,0.0010714628110764105
증감율_이용건수_신용_분기,-0.0009286705993703395
IB문의건수_카드발급_B0M,0.0006674591613354579
IB문의건수_CL_RV_R6M,0.0005031004071738086
증감율_이용건수_신판_분기,-0.00033482808779133303
기준년월,-1.3463810848066594e-18
인입횟수_금융_IB_R6M,
인입불만횟수_IB_R6M,
인입불만일수_IB_R6M,
인입불만월수_IB_R6M,
인입불만후경과월_IB_R6M,
인입불만횟수_IB_B0M,
인입불만일수_IB_B0M,
IB문의건수_한도_B0M,
IB문의건수_결제_B0M,
IB문의건수_할부_B0M,
IB문의건수_정보변경_B0M,
IB문의건수_결제일변경_B0M,
IB문의건수_명세서_B0M,
IB문의건수_비밀번호_B0M,
IB문의건수_SMS_B0M,
IB문의건수_APP_B0M,
IB문의건수_부대서비스_B0M,
IB문의건수_포인트_B0M,
IB문의건수_BL_B0M,
IB문의건수_분실도난_B0M,
IB문의건수_CA_B0M,
IB상담건수_VOC_B0M,
IB상담건수_VOC민원_B0M,
IB상담건수_VOC불만_B0M,
IB상담건수_금감원_B0M,
IB문의건수_명세서_R6M,
IB문의건수_APP_R6M,
IB상담건수_VOC_R6M,
IB상담건수_VOC민원_R6M,
IB상담건수_VOC불만_R6M,
IB상담건수_금감원_R6M,
불만제기건수_B0M,
불만제기건수_R12M,
당사PAY_방문횟수_B0M,
당사PAY_방문횟수_R6M,
당사PAY_방문월수_R6M,
